"","BAM","PA_CF_ATM","PA_RH","PA_Temp","hour","RF"
"5393",27.3,29.54305556,15.3,103.1111111,"17",25.597
"5394",29.6,34.93122222,18.72222222,95.61111111,"18",29.141
"5395",42.3,38.29483334,19.98888889,92.5,"19",30.8315
"5396",41.1,42.07611111,22.65555555,90.8,"20",36.967
"5397",29.6,32.56461111,25.35555556,88.41111111,"21",26.053
"5398",25.8,35.09755556,29.32222222,86,"22",25.891
"5399",37.1,42.38094445,32.3,84.94444444,"23",33.981
"5400",33.6,41.53294444,32.23333333,84.2,"0",32.0025
"5401",33.1,40.7675,34.11111111,83.22222222,"1",31.585
"5402",28.4,37.22283333,36.92222222,82.16666666,"2",27.8695
"5403",28,39.83538889,39.32222222,81.58888889,"3",28.1065
"5404",42.3,44.56638889,41.66666667,80.86666667,"4",37.5265
"5405",48.3,47.45566667,44.57777778,80.15555556,"5",41.2915
"5406",54.2,56.14711111,46.46666666,79.97777778,"6",50.476
"5407",48,57.11955555,44.84444444,81.94444445,"7",49.9945
"5408",46,48.967,35.85555556,87.5,"8",41.6095
"5409",44.4,47.55633333,26.37777778,94.01111111,"9",43.4265
"5410",30.7,39.25638889,18.92222222,98,"10",30.7965
"5411",28.2,34.80611111,15.02222222,101.5777778,"11",28.2065
"5412",21.3,22.10544444,10.7,105.6222222,"12",18.9655
"5413",19.7,21.57,9.422222221,107.4555556,"13",19.1365
"5414",22.3,21.48455556,9.322222222,108.8666666,"14",20.322
"5415",30.8,30.05061111,10.85555556,108.4333333,"15",27.313
"5416",25.2,32.12194445,13.37777778,105.3777778,"16",24.005
"5417",25.9,30.31405556,15.75555556,101.8777778,"17",25.844
"5418",27.5,32.35088889,18.9,95.72222222,"18",25.921
"5419",31.1,36.23622222,21.35555556,91.97777778,"19",30.676
"5420",26.6,33.20338889,25.05555555,89.44444445,"20",26.5205
"5421",26.9,34.13333333,30.67777778,87.45555555,"21",26.2495
"5422",26.8,36.86877778,35.03333333,85.52222222,"22",28.041
"5423",22.4,31.62633333,38.02222222,84.17777778,"23",21.6805
"5424",22.3,31.60877778,40.31111111,83.25555556,"0",20.9105
"5425",22.7,31.14216667,42.64444445,82.35555555,"1",21.214
"5426",22.1,32.89727778,46.56666667,81.08888889,"2",20.406
"5427",23.7,34.77966667,49.77777778,80,"3",23.336
"5428",35.5,38.52355556,50.83333333,79.72222222,"4",25.096
"5429",34.6,38.908,52.23333333,79.03333333,"5",26.487
"5430",35.6,42.568,53.46666667,78.65555555,"6",30.7835
"5431",30.3,43.275,51.04444444,80.63333333,"7",28.1485
"5432",40.6,44.91422222,40.44444444,85.86666667,"8",34.4285
"5433",34.7,39.52511111,28.43333333,92.05555556,"9",32.5515
"5434",31.7,36.73416667,18.7,99.37777779,"10",29.3275
"5435",22.1,31.43622222,12.56666667,104.3333334,"11",23.7255
"5436",19.6,28.75811111,10.42222222,107.5888889,"12",20.841
"5437",24.2,26.75883333,10.41111111,109.5,"13",22.765
"5438",24.2,25.95874904,9.547126437,110.9314176,"14",22.9755
"5439",14.5,21.50580466,8.533333333,110.8784946,"15",18.731
"5440",22.8,20.32683333,8.633333333,109.6111111,"16",19.971
"5441",15.7,20.65022222,10.25555556,104.8777778,"17",17.073
"5442",20.8,26.62572222,13.85555556,98.01111111,"18",22.3695
"5443",52.7,47.90961111,19.36666667,93.14444444,"19",48.1415
"5444",29.2,37.21477778,25.01111111,90.18888889,"20",29.632
"5445",28.9,36.57022222,31.43333333,87.61111111,"21",28.0815
"5446",25.9,38.04461111,35.83333334,85.9,"22",27.9475
"5447",25,38.03072223,40.03333333,84.1,"23",25.906
"5448",25.8,39.74927778,45.55555556,82.35555555,"0",27.1605
"5449",29.3,41.8265,50.5,81.11111111,"1",29.261
"5450",31.9,45.15127778,53.85555556,80.17777778,"2",30.555
"5451",33.6,47.79244445,56.41111111,79.36666667,"3",33.4165
"5452",34.9,49.66416667,56.01111111,78.97777778,"4",34.6975
"5453",37.9,49.99227778,54.97777778,78.67777778,"5",36.2925
"5454",37.9,50.89361111,55.04444444,77.94444444,"6",36.1795
"5455",40.4,52.54244444,52.92222222,79.12222222,"7",39.9285
"5456",42.8,52.49633334,44.1,84.2,"8",43.792
"5457",39.3,46.38611111,30.42222222,92.84444445,"9",39.0345
"5458",37,41.1155,19.24444445,100.0666667,"10",36.901
"5459",37.1,41.81611111,14.94444445,105.1111111,"11",36.1335
"5460",32.6,36.19905556,13.37777778,107.7555555,"12",31.548
"5461",24.3,33.25905556,12.22222222,109.2222222,"13",25.435
"5462",21.8,28.80944445,9.777777778,111.5111111,"14",21.565
"5463",22.4,27.17016667,9.866666667,111,"15",22.035
"5464",17.9,27.29872222,10.77777778,108.2333333,"16",19.975
"5465",24.6,29.16811111,12.96666667,103.7444444,"17",23.8245
"5466",27.4,35.41577778,17.28888889,96.74444444,"18",27.965
"5467",39.4,43.29361111,25.12222222,91.78888889,"19",37.8035
"5468",36.3,45.00877778,30.68888889,88.68888889,"20",38.257
"5469",37.4,46.76444445,34.33333334,86.31111111,"21",39.0725
"5470",29.1,39.41247318,39.77624521,84.03639847,"22",28.772
"5471",25,37.43590323,44.2250896,82.46021505,"23",26.047
"5472",22.9,36.96555556,48.62222222,80.85555555,"0",24.648
"5473",22.6,37.78577778,50.8,80.01111111,"1",25.0045
"5474",20.9,38.06727778,53.76666667,79.11111111,"2",22.837
"5475",22.5,39.68116667,55.5,78.14444444,"3",24.2165
"5476",26.2,39.47816667,57.08888889,77.33333333,"4",26.2215
"5477",25.3,40.24166667,57.28888889,76.94444444,"5",25.426
"5478",29.9,42.10994445,57.16666667,76.62222222,"6",28.2815
"5479",28.9,44.63611111,54.5,77.66666667,"7",28.4765
"5480",29.9,41.09594445,45.35555556,82.54444445,"8",29.4915
"5481",29.3,38.44957663,35.82911877,88.78237548,"9",29.82
"5482",25.4,34.52831721,26.56415771,95.15053763,"10",25.383
"5483",24.6,29.00616667,19.27777778,100.4888889,"11",22.411
"5484",20.5,24.41777778,14.64444445,105.7111111,"12",19.4695
"5485",20.3,21.30816667,10.82222222,109.7333333,"13",19.232
"5486",13.1,17.39744444,9.811111112,110.9444444,"14",14.281
"5487",15.3,20.36411111,10.71111111,111.1222222,"15",16.9405
"5488",13.1,21.16261111,11.45555556,108.6444445,"16",15.1215
"5489",21.5,20.48572222,15.28888889,104.1111111,"17",19.2025
"5490",32.5,29.53566667,21.5,96.52222222,"18",23.0185
"5491",29.3,34.89761111,26.77777778,92.73333333,"19",27.962
"5492",25.7,32.94455556,32.27777778,90.12222222,"20",26.397
"5493",18.2,31.57327778,37.12222222,87.42222222,"21",21.001
"5494",22.1,34.78627778,40.88888889,85.64444444,"22",22.272
"5495",21.6,35.30122222,41.98888889,84.68888889,"23",21.9035
"5496",27.2,37.48766667,44.72222222,83.51111111,"0",26.525
"5497",26.2,40.19855556,50.97777778,81.92222222,"1",27.2865
"5498",30.4,39.38494445,55.5,80.42222222,"2",28.5655
"5499",28,38.85705556,57.14444445,79.01111111,"3",26.3625
"5500",24.4,38.52961111,57.3,78.15555555,"4",23.164
"5501",26.3,41.17094444,58.26666667,77.96666667,"5",26.611
"5502",27.5,42.79261111,56.95555556,77.37777778,"6",28.4185
"5503",25.1,43.71916667,53,79.01111111,"7",25.924
"5504",21.8,32.24783333,40.4,83.77777778,"8",20.8015
"5505",20.5,22.70494445,29.04444444,90.66666667,"9",13.989
"5506",18.7,26.13648276,21.88773946,96.35325671,"10",17.9735
"5507",13.9,16.52873298,15.51792114,101.1311828,"11",15.1625
"5508",12.9,14.90566667,14.17777778,103.5222222,"12",12.5715
"5509",15.6,14.2247682,11.49272031,106.1206897,"13",14.2785
"5510",15,16.42684291,11.4348659,107.1923372,"14",15.4065
"5511",16.5,17.75301792,11.52831541,107.3430108,"15",15.68
"5512",11.1,14.86883334,11.87777778,104.5888889,"16",13.892
"5513",16.6,16.97433333,14.01111111,101.0888889,"17",18.029
"5514",23.6,26.48127778,20.12222222,93.93333333,"18",21.8455
"5515",20.5,29.94788889,24.53333333,90.21111111,"19",22.393
"5516",20.9,30.30555556,26.38888889,88.52222222,"20",21.9415
"5517",23.4,34.02933333,32.1,86.6,"21",24.5885
"5518",22,32.69744444,36.77777778,84.7,"22",23.3415
"5519",21,32.36227778,40.02222222,82.84444445,"23",22.167
"5520",19.7,33.22044445,42.16666667,81.62222222,"0",20.969
"5521",27,35.20616667,44.35555555,80.35555555,"1",25.0355
"5522",22.7,36.58388889,47.26666667,79.12222222,"2",25.0885
"5523",18.2,36.82338889,48.21111111,78.12222222,"3",24.755
"5524",19.3,33.72611111,45.78888889,77.05555555,"4",20.7865
"5525",23.1,35.57911111,45.08888889,77,"5",23.1075
"5526",24.9,36.538,42.88888889,77.02222222,"6",25.6085
"5527",25.1,38.44522222,40.77777778,79.02222222,"7",25.8115
"5528",21.2,25.29116667,32.12222222,84.77777778,"8",18.7235
"5529",19,20.2905,23.47777778,91.41111111,"9",15.19
"5530",19.9,19.10188889,16.81111111,96.74444444,"10",15.4605
"5531",17.2,19.35864368,12.24367816,102.497318,"11",16.779
"5532",14,18.48383154,9.487813619,107.6476702,"12",15.064
"5533",13.7,18.41844445,8.466666667,109.3111111,"13",15.692
"5534",14.7,18.22344444,7.444444444,111,"14",14.6555
"5535",20.6,20.666,7.9,112.0333333,"15",19.1935
"5536",18.4,20.77227778,8.911111111,108.1444445,"16",18.044
"5537",21.7,25.00105555,11.05555556,104.0666667,"17",20.7675
"5538",38.6,37.32144444,16.27777778,96.58888889,"18",34.153
"5539",38.8,39.45783333,19.47777778,92.88888889,"19",33.156
"5540",29.2,38.18422223,21.2,90.87777778,"20",30.35
"5541",24.4,33.95988889,24.78888889,88.66666667,"21",25.531
"5542",25.8,36.1525,29.48888889,87.18888889,"22",26.2425
"5543",23.5,36.1785,33.92222222,85.48888889,"23",24.6495
"5544",25.8,37.69661111,37.27777778,84.24444444,"0",26.56
"5545",26.9,38.89927778,39.92222222,83.33333333,"1",27.0855
"5546",28.1,40.17522222,42.71111111,82.07777778,"2",27.8515
"5547",28.8,39.8745,45.81111111,81.07777778,"3",28.2435
"5548",25.8,38.99138889,46.86666667,80.36666667,"4",26.8295
"5549",30.3,42.80094445,47.15555556,80,"5",30.769
"5550",32,46.48811111,47.94444444,79.82222222,"6",31.9555
"5551",46.1,52.73111111,45.37777778,82.27777778,"7",43.8975
"5552",46.2,52.04227778,36.36666667,87.12222222,"8",45.9595
"5553",48.4,50.70172222,29.56666667,92.33333333,"9",47.6045
"5554",37.7,44.43305556,23.01111111,97.08888889,"10",38.6625
"5555",32.2,37.9615,14.35555555,103.9888889,"11",31.2305
"5556",30.3,36.12916667,10.83333333,109.5111111,"12",29.7435
"5557",39.9,42.06988889,9.166666667,111.6444445,"13",39.463
"5558",32.1,39.12072222,9.133333333,111.8888889,"14",31.4795
"5559",31.1,36.28866667,8.555555556,112,"15",32.334
"5560",36.3,38.545,9.433333333,108.7444444,"16",31.1385
"5561",33.8,35.20433333,11.1,104.2222222,"17",28.236
"5562",39,39.07905555,13.87777778,98.25555556,"18",34.7675
"5563",46.5,45.12055556,15.53333333,94.52222222,"19",40.869
"5564",46.4,46.22861111,17.43333334,92.06666667,"20",44.144
"5565",48.8,50.074,21.66666667,90.31111111,"21",50.424
"5566",62.4,55.53955555,21.86666667,88.82222222,"22",59.403
"5567",62.1,60.589,25.3,87.56666666,"23",62.3700000000001
"5568",63.2,62.44088889,27.58888889,86.51111111,"0",60.7759999999999
"5569",65.4,65.68272222,28.86666667,86,"1",62.9924999999999
"5570",40.2,51.12494445,37.72222222,85.36666667,"2",43.0694999999999
"5571",40.7,50.57277778,49.66666667,83.38888889,"3",40.4995
"5572",39.4,52.1925,52.38888889,82.44444444,"4",38.995
"5573",41.2,54.20794444,53.74444444,82,"5",43.6095
"5574",48,63.45838889,57.08888889,81.5,"6",49.251
"5575",50.3,65.89994444,55.53333333,82.56666667,"7",49.7455
"5576",47.1,62.50761111,49.93333333,85.51111111,"8",50.521
"5577",48.2,50.33055555,38.0559387,90.46743295,"9",43.9955
"5578",45.6,51.85358602,35.85949821,91.30143369,"10",46.1605
"5579",50.6,53.738,32.36666667,95.86666667,"11",51.8055
"5580",51.1,50.67446552,27.48199234,99.68659005,"12",49.54
"5581",46.3,49.2069104,23.03584229,103.9358423,"13",46.0095
"5582",41.9,45.88483334,19.62222222,105.4333333,"14",42.9835
"5583",50,44.96872222,23.62222222,101.2666666,"15",42.813
"5584",19.8,43.61916667,50.2,83.92222222,"16",27.301
"5585",41.8,51.50238889,52.15555556,82.6,"17",42.6265
"5586",39.6,50.70705556,50.07777778,82.2,"18",41.6135
"5587",30.5,44.27766667,45.72222222,82.14444445,"19",33.643
"5588",35.2,44.66422222,44.26666667,82.95555556,"20",35.474
"5589",32.2,44.28422222,43.58888889,82.7,"21",35.06
"5590",28.2,40.56894445,42.84444444,81.95555556,"22",29.5825
"5591",30.3,41.98238889,43.14444444,81.87777778,"23",31.272
"5592",33.1,43.48611111,44.27777778,81.98888889,"0",31.864
"5593",34.8,48.02866667,49.82222222,81.11111111,"1",39.6595
"5594",31.8,47.8135,51.17777778,81.27777778,"2",35.774
"5595",43.5,49.59094445,50.34444445,81.92222222,"3",41.098
"5596",37,49.32422222,49.54444444,81.66666667,"4",39.6205
"5597",46.5,53.7935,50.3,81.15555555,"5",45.865
"5598",52.5,59.94572222,51.65555555,80.9,"6",51.7745
"5599",47.6,61.75227778,50.48888889,82.38888889,"7",49.3635
"5600",46.3,60.96016667,42.57777778,86.33333333,"8",48.672
"5601",26.5,38.55277778,27.75555556,92.68888889,"9",30.7725
"5602",28.8,34.28838889,21.32222222,98.82222221,"10",28.2515
"5603",29.7,30.35644445,14.87777778,104.9444444,"11",25.464
"5604",25.4,30.50183333,11.13333333,110.1666667,"12",24.7955
"5605",21.9,32.03855556,10.02222222,112.6555556,"13",23.5205
"5606",27.1,32.89988889,9.533333333,112.7,"14",26.2055
"5607",28.7,34.37338889,10.71111111,111.6444445,"15",28.553
"5608",27.1,34.47388889,12.21111111,107.4,"16",27.0575
"5609",30.6,35.32722222,14.18888889,103.1333334,"17",29.115
"5610",35.2,43.48694445,18.08888889,97.64444444,"18",37.739
"5611",62.1,58.09122222,22.27777778,93.98888889,"19",62.55
"5612",70.7,74.00472222,29.55555556,91.36666667,"20",72.6735
"5613",37.1,45.91744445,37.96666667,88.52222222,"21",37.7035
"5614",27.7,42.12338889,40.05555556,87,"22",28.8915
"5615",29.5,40.31772222,43.38888889,85.9,"23",29.1595
"5616",29.7,39.48061111,47.38888889,84.75555556,"0",28.9495
"5617",27.5,40.48388889,50.21111111,84.23333333,"1",26.8575
"5618",30.1,42.48427778,52.35555555,83.63333333,"2",29.007
"5619",25.3,42.33816667,52.52222222,83.02222222,"3",27.5165
"5620",26,41.07372222,50.96666667,82.84444444,"4",27.245
"5621",29.9,40.72411111,51.24444444,82.08888889,"5",28.141
"5622",27.6,39.62116667,50.82222222,81.75555556,"6",27.026
"5623",19,33.64944445,44.44444445,82.15555555,"7",20.484
"5624",17.4,31.59011111,36.36666667,86.25555556,"8",19.392
"5625",21.2,28.54788889,25.72222222,92.25555556,"9",20.858
"5626",18.9,26.23744445,19.64444445,98.23333333,"10",18.164
"5627",18.4,26.28772222,15.98888889,102.9555555,"11",19.1295
"5628",18.9,29.37505556,14.77777778,105.7111111,"12",23.3105
"5629",22.2,30.15516667,13.31111111,107.7444444,"13",24.0725
"5630",30.4,32.14516667,11.84444445,110.4111111,"14",26.993
"5631",23.5,32.43811111,11.17777778,110.7888889,"15",26.445
"5632",29.1,33.61044445,11.42222222,108.5888889,"16",27.3815
"5633",31.8,35.00022222,12.77777778,105.0777778,"17",29.3935
"5634",33.3,39.47827778,17.32222222,98.5,"18",32.702
"5635",63,63.87138889,23.58888889,93.18888889,"19",64.385
"5636",48.3,54.40761111,25.12222222,91.8,"20",55.402
"5637",47.7,51.94327778,27.78888889,90.84444445,"21",49.6475
"5638",28.5,42.90088889,30.02222222,88.98888889,"22",30.835
"5639",23.5,38.01505556,31.91111111,87.81111111,"23",26.704
"5640",25.8,39.18144445,32.35555556,87.16666667,"0",30.6455
"5641",29.5,43.49694445,34.01111111,86.56666667,"1",31.4765
"5642",33.6,46.87572222,39.36666667,84.98888889,"2",37.3465
"5643",38.5,48.60694445,44.03333333,84,"3",39.1925
"5644",43.3,50.63438889,46.22222222,83.52222222,"4",42.334
"5645",41.9,51.21716667,47.52222222,83.07777778,"5",41.2535
"5646",39.5,52.067,50.51111111,82.58888889,"6",40.4425
"5647",42.3,55.87044445,53.04444445,82.88888889,"7",43.709
"5648",50.4,58.19377778,48.46666667,86.23333333,"8",49.7695
"5649",47.4,52.57655555,39.5,91.28888889,"9",45.494
"5650",44.1,49.41811111,32.38888889,96.64444444,"10",41.905
"5651",41.7,48.10888889,27.15555556,101.1,"11",43.2755
"5652",35.4,45.16455556,23.26666667,103.0888889,"12",38.115
"5653",33.9,41.72788889,18.4,108.0444444,"13",35.5
"5654",38.3,41.72011111,17.32222222,108.4444444,"14",37.0655
"5655",35.7,42.84311111,23.35555556,100.3888889,"15",36.098
"5656",44.2,48.53394444,38.22222222,89.44444445,"16",43.8
"5657",39.7,52.33316667,44.9,86.24444444,"17",45.9315
"5658",41.8,52.25944445,40.93333333,88.06666667,"18",45.747
"5659",54,63.71672222,41.78888889,87.14444444,"19",56.0515
"5660",57.9,69.31438889,43.1,86.41111111,"20",57.5145
"5661",64.4,81.21755556,42.16666667,85.98888889,"21",76.158
"5662",66.2,72.52894444,41.7,85.37777778,"22",66.471
"5663",67.4,70.81383333,39.14444445,84.98888889,"23",68.379
"5664",64,67.67966667,38.68888889,84.97777778,"0",62.409
"5665",69.8,74.92494444,38.66666667,84.32222222,"1",69.1085000000001
"5666",81.3,83.23983333,40.04444445,83.5,"2",80.2000000000001
"5667",78.6,89.91055556,42.5,82.81111111,"3",79.6255000000001
"5668",78.9,88.2495,45.47777778,81.98888889,"4",77.112
"5669",80.4,94.963,47.14444445,81.45555556,"5",78.3120000000001
"5670",81.2,99.78616666,48.67777778,81.11111111,"6",82.029
"5671",71,93.29977778,47.63333333,82.96666667,"7",79.383
"5672",47.3,59.19122222,38.81111111,88.02222222,"8",50.366
"5673",46.7,55.04288889,29.55555556,95.56666667,"9",48.813
"5674",44.8,49.64077778,20.04444444,103.4666667,"10",45.925
"5675",36.1,41.00933333,13.94444444,107.6666667,"11",35.7895
"5676",31.7,36.36166667,11.66666667,110.6222222,"12",30.7195
"5677",29.3,34.44583333,10.83333333,111.6111111,"13",28.528
"5678",27.7,33.53783333,10.57777778,112.0444445,"14",27.226
"5679",27.6,33.65561111,10.05555556,112.6,"15",26.935
"5680",28.1,34.13616667,11.47777778,109.9333333,"16",28.202
"5681",23,32.19422222,13.26666667,105.3,"17",23.9495
"5682",28.5,37.56955556,17.02222222,98.92222222,"18",29.344
"5683",46.3,48.48905556,20.27777778,95.31111111,"19",45.981
"5684",29.8,39.48366667,24.67777778,91.65555556,"20",30.928
"5685",29.3,34.77044445,30.05555556,88.91111111,"21",28.1275
"5686",24.9,33.62766667,34.33333333,86.88888889,"22",24.743
"5687",24.3,34.39472222,35.9,85.94444445,"23",23.9565
"5688",25.6,34.1715,38.16666667,85,"0",23.924
"5689",21.5,35.3795,43.22222222,83.46666666,"1",22.6305
"5690",22.5,34.82877778,47.34444444,82.11111111,"2",22.0685
"5691",22.5,34.06133333,49.55555555,81.47777778,"3",22.4095
"5692",22.4,33.81155556,51.7,80.56666667,"4",21.7505
"5693",27.2,35.49261111,53.22222222,80.06666667,"5",23.5645
"5694",21.6,38.42294444,53.9,80.02222222,"6",22.1765
"5695",22.9,40.32333334,51.64444444,81.72222222,"7",25.033
"5696",34.1,43.47133333,42.7,86.53333333,"8",30.225
"5697",35.4,45.69366667,34.87777778,91.65555556,"9",37.105
"5698",32,41.73744444,25.92222222,97.03333333,"10",32.924
"5699",30.2,38.02627778,19.51111111,102.5555556,"11",30.149
"5700",22.9,32.48511111,15.22222222,106.4,"12",23.7
"5701",18.6,26.95277778,11.63333333,108.5555556,"13",19.9525
"5702",21.1,25.75405556,11.18888889,107.8333333,"14",19.81
"5703",18.6,23.01466667,11.46666667,106.3222222,"15",17.968
"5704",17.1,24.33527778,13.53333333,103.1333333,"16",17.9155
"5705",21.6,25.81811111,15.16666666,99.94444446,"17",20.861
"5706",19.5,28.4195,17.8,94.67777778,"18",20.772
"5707",27.2,35.40705556,20.57777778,91.74444444,"19",27.6725
"5708",22.8,34.719,22.75555556,89.66666667,"20",27.16
"5709",26.6,34.9975,27.54444444,87.63333333,"21",27.204
"5710",23.1,35.61177778,30.81111111,86.15555556,"22",24.439
"5711",21,35.3665,32.75555556,85.14444444,"23",22.541
"5712",28,38.63483334,34.25555555,84.48888889,"0",28.671
"5713",27.2,39.52383333,36.27777778,83.88888889,"1",27.727
"5714",27.9,40.99216667,43.9,82.43333333,"2",29.1195
"5715",27.6,42.18544445,49.1,80.95555556,"3",28.8585
"5716",25.9,42.57983334,52.03333333,79.98888889,"4",28.3835
"5717",25.1,42.80283334,53.21111111,79.84444445,"5",26.673
"5718",27.6,43.82355556,53.7,79.31111111,"6",27.831
"5719",28.6,46.34094445,50.67777778,82,"7",30.171
"5720",50.4,52.27222222,40.13333333,88.55555556,"8",43.9775
"5721",43.8,53.50972222,30.77777778,95.14444444,"9",47.0385000000001
"5722",38.1,44.54705556,21.37777778,101.2555555,"10",38.8375
"5723",23.1,33.21355556,15.85555556,105.2777778,"11",24.1565
"5724",24.8,31.88655556,14,107.8444444,"12",24.485
"5725",23.8,23.78027778,10.54444444,110.0444444,"13",20.866
"5726",19.9,19.31477778,9.344444444,110.4555555,"14",17.861
"5727",19.6,17.19466667,9.666666668,108.5111111,"15",17.238
"5728",14.2,17.44344445,10.71111111,105.8333333,"16",16.402
"5729",20.7,20.20911111,13.45555555,102.5666667,"17",19.83
"5730",18.9,26.34233333,17.97777778,94.98888889,"18",20.596
"5731",27.1,34.90711111,21.05555555,91.48888889,"19",28.121
"5732",29.5,35.25761111,25.53333333,89.25555555,"20",28.4335
"5733",26.2,34.90916666,29.97777778,87.27777778,"21",27.761
"5734",29.7,36.66533334,34.86666667,85.7,"22",27.97
"5735",26,35.85166667,39.32222222,83.81111111,"23",23.6205
"5736",19.7,35.66694444,45.17777778,81.82222222,"0",21.4515
"5737",22.7,37.10855556,47.92222222,80.94444444,"1",24.902
"5738",22.5,38.14366667,51.35555556,79.81111111,"2",24.5075
"5739",27.6,39.56277778,52.88888889,79.12222222,"3",27.4625
"5740",28.9,42.09383333,55.13333333,78.32222222,"4",28.216
"5741",27.9,44.27255556,57.17777778,77.37777778,"5",27.9135
"5742",26.9,45.94505555,56.11111111,76.95555556,"6",28.726
"5743",30.3,46.24222222,51.86666667,79.07777778,"7",30.987
"5744",30.6,46.51105556,41.38888889,84.16666667,"8",32.8635
"5745",31,39.304,25.94444444,92.45555556,"9",31.379
"5746",26.9,34.97122222,17.18888889,98.53333332,"10",28.9955
"5747",30.9,34.251,13.95555556,103.5555556,"11",29.3565
"5748",24.6,30.59222222,11.51111111,107.0777778,"12",24.635
"5749",19.5,28.73505556,10.6,107,"13",21.18
"5750",22.8,26.60972222,9.044444444,110.5777778,"14",22.5785
"5751",17,23.65844445,8.344444444,110.8333333,"15",18.429
"5752",21.3,22.61911111,8.811111111,108.8,"16",19.85
"5753",17.5,22.302,10.65555555,103.0777778,"17",17.907
"5754",15.8,24.16277778,14.47777778,96.02222222,"18",18.5725
"5755",33.8,38.74133334,17.18888889,91.68888889,"19",32.6075
"5756",66.3,72.25933334,20.41111111,89.51111111,"20",76.354
"5757",34.7,45.78866667,22.72222222,87.66666667,"21",37.959
"5758",27.6,37.57772222,25,85.88888889,"22",29.1095
"5759",27.4,34.84655556,28.54444444,84.63333333,"23",27.1865
"5760",27.9,37.20355556,31.01111111,83.33333333,"0",28.2575
"5761",28,38.25727778,33.42222222,81.93333333,"1",28.325
"5762",31.9,38.43222222,37.57777778,80.54444444,"2",29.7515
"5763",24.7,37.43111111,39.67777778,79.15555556,"3",26.01
"5764",24.2,35.15355555,41.43333333,77.96666667,"4",23.57
"5765",26.3,36.24566667,43.83333333,77.17777778,"5",25.997
"5766",27.4,37.41627778,45.1,77,"6",26.7975
"5767",35.2,43.77811111,42.06666667,79.3,"7",30.8155
"5768",29,36.35027778,31.42222222,86.47777778,"8",27.849
"5769",28.7,34.50983334,23.87777778,94.16666667,"9",28.1285
"5770",30.1,33.6945,16.13333333,100.7222222,"10",25.23
"5771",19.8,29.81933333,10.95555555,105.1,"11",22.172
"5772",20.1,22.80361111,7.711111111,109.0888889,"12",18.627
"5773",16.6,18.6545,5.711111111,111.3888889,"13",16.3315
"5774",16.6,19.53516667,4.455555556,112.7888889,"14",17.4525
"5775",14.5,14.83225096,4.025670498,111.9697318,"15",14.087
"5776",14.3,15.70213262,4.359498208,108.5885305,"16",15.4455
"5777",15.6,22.05472222,6.3,103.3555555,"17",17.4855
"5778",20.5,24.91822222,8.355555555,95.96666667,"18",20.259
"5779",32.9,42.30127778,11.14444445,92.47777778,"19",33.731
"5780",35.8,43.38827778,14.33333334,89.94444445,"20",39.0305
"5781",26.7,34.43894444,16.66666667,88.1,"21",26.963
"5782",26.2,34.11977778,18.54444445,86.78888889,"22",26.4435
"5783",24.7,35.85377778,22.52222222,85.35555556,"23",26.126
"5784",29.2,36.83616667,24.67777778,83.85555556,"0",29.0075
"5785",29.5,37.41745786,28.02030651,82.51762452,"1",28.9055
"5786",28.8,39.52307168,30.39605735,81.72222222,"2",29.981
"5787",25.2,37.75633333,30.71111111,80.72222222,"3",27.162
"5788",30.7,41.68888889,35.07777778,79.27777778,"4",31.633
"5789",37.7,45.87588889,35.32222222,78.57777778,"5",38.301
"5790",37.9,48.25238889,35.82222222,77.98888889,"6",40.781
"5791",37.5,46.09161111,33.85555556,81.18888889,"7",37.508
"5792",34.8,41.36644445,26.44444445,88.86666667,"8",35.066
"5793",34.8,38.76083333,20.82222222,96.45555555,"9",33.2205
"5794",22.8,32.73138889,14.48888889,102.7444445,"10",24.2315
"5795",25.6,27.19661111,11.48888889,107.3777778,"11",19.926
"5796",13.7,22.98016667,9.088888889,110.0111111,"12",16.9255
"5797",13.1,17.64783334,7.355555556,112.3555555,"13",14.207
"5798",17,16.82794445,6.8,112.5444444,"14",15.7815
"5799",12.6,15.21888889,6.688888889,111.4888889,"15",13.9
"5800",14.8,15.614,6.777777778,109.3777778,"16",15.1945
"5801",16.4,14.69227778,8.333333333,104.8,"17",15.183
"5802",11,20.535,10.5,97.45555556,"18",14.8855
"5803",31.6,40.47266667,13.31111111,93.75555556,"19",33.8855
"5804",29.5,40.08816667,16.37777778,91.56666667,"20",31.6375
"5805",26.2,30.25188889,18.01111111,89.78888889,"21",24.8295
"5806",24.3,29.49155556,19.57777778,88,"22",23.79
"5807",34.1,32.59783333,21.56666667,86.76666667,"23",28.6
"5808",34.1,34.4855,23.82222222,85.6,"0",30.698
"5809",34.7,38.45505556,24.93333333,84.72222222,"1",32.267
"5810",47.9,46.37522222,27.97777778,83.74444445,"2",45.1465
"5811",52.4,51.17188889,30.9,82.31111111,"3",47.7755
"5812",58.8,56.687,34.3,80.83333333,"4",56.0665
"5813",48.5,54.51833333,33.96666667,79.94444444,"5",50.518
"5814",45.3,52.18194445,43.58888889,79.7,"6",44.4075
"5815",42.7,55.73716666,47.63333334,82.21111111,"7",45.394
"5816",41.1,51.53611111,39.25555556,88.34444444,"8",42.8105
"5817",31.7,40.37066667,27.32222222,94.88888889,"9",32.233
"5818",29.8,36.907,18.61111111,102.7222222,"10",29.5715
